epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
93,8892.4,0.77887,0.33229,0.00442,0.93332,0.93367,0.97607,0.81453,0.70253,0.2947,0.00463,0.0007856,0.0007856,0.0007856
94,9042.73,0.78863,0.35772,0.0045,0.93541,0.93159,0.97372,0.81111,0.69889,0.30905,0.00453,0.0007724,0.0007724,0.0007724
95,9193.23,0.78445,0.34992,0.00459,0.91804,0.94564,0.97482,0.81244,0.69719,0.28822,0.00442,0.0007592,0.0007592,0.0007592
96,9346.37,0.77041,0.33819,0.00446,0.93201,0.93367,0.97664,0.81232,0.70048,0.29055,0.00457,0.000746,0.000746,0.000746
97,9500.46,0.7942,0.3446,0.00452,0.95243,0.93367,0.97598,0.8153,0.69989,0.28288,0.00455,0.0007328,0.0007328,0.0007328
98,9607.56,0.78331,0.3399,0.00451,0.9344,0.94487,0.97935,0.81652,0.69902,0.2846,0.00455,0.0007196,0.0007196,0.0007196
99,9696.4,0.78905,0.3386,0.00434,0.93406,0.93966,0.97796,0.81617,0.69118,0.28702,0.00449,0.0007064,0.0007064,0.0007064
100,9785.42,0.773,0.33525,0.00432,0.93455,0.93769,0.97777,0.81156,0.7077,0.29139,0.00462,0.0006932,0.0006932,0.0006932
101,9875.35,0.77187,0.33713,0.0044,0.92895,0.94372,0.97721,0.81889,0.69346,0.28453,0.00455,0.00068,0.00068,0.00068
102,9963.16,0.78707,0.35109,0.00444,0.92139,0.95477,0.98002,0.82245,0.69339,0.27438,0.00448,0.0006668,0.0006668,0.0006668
103,10051.9,0.77402,0.33567,0.0044,0.92266,0.94975,0.97783,0.81257,0.70088,0.28665,0.00457,0.0006536,0.0006536,0.0006536
104,10141.5,0.76253,0.3353,0.00428,0.93657,0.93266,0.97846,0.8134,0.70339,0.29199,0.00452,0.0006404,0.0006404,0.0006404
105,10229.3,0.76523,0.33864,0.00439,0.9409,0.93869,0.97913,0.81494,0.70205,0.28608,0.0045,0.0006272,0.0006272,0.0006272
106,10319.3,0.75804,0.3185,0.0043,0.94537,0.93769,0.98025,0.81489,0.69697,0.27508,0.00444,0.000614,0.000614,0.000614
107,10408.3,0.74839,0.31988,0.00414,0.94495,0.93158,0.97796,0.81514,0.69312,0.282,0.00446,0.0006008,0.0006008,0.0006008
108,10496.2,0.75773,0.3276,0.00423,0.93825,0.94681,0.97778,0.80914,0.69039,0.27845,0.00442,0.0005876,0.0005876,0.0005876
109,10593.8,0.77063,0.33726,0.00424,0.92811,0.94673,0.97642,0.81613,0.69034,0.27382,0.0044,0.0005744,0.0005744,0.0005744
110,10688.7,0.76561,0.32704,0.00416,0.93806,0.94372,0.97948,0.81949,0.6884,0.27575,0.00441,0.0005612,0.0005612,0.0005612
111,10783.6,0.74678,0.3091,0.00417,0.93783,0.94673,0.97947,0.82119,0.68093,0.27801,0.00436,0.000548,0.000548,0.000548
112,10879.3,0.74687,0.3168,0.00411,0.93667,0.9514,0.97938,0.82469,0.68492,0.27356,0.00443,0.0005348,0.0005348,0.0005348
113,10973.2,0.7391,0.30692,0.00409,0.94795,0.9397,0.98033,0.82077,0.6916,0.27578,0.00451,0.0005216,0.0005216,0.0005216
114,11068.6,0.75903,0.3154,0.00428,0.92256,0.95779,0.97907,0.81856,0.68557,0.2821,0.00441,0.0005084,0.0005084,0.0005084
115,11162.8,0.72983,0.30319,0.00409,0.94372,0.94774,0.97878,0.82391,0.6805,0.27047,0.00436,0.0004952,0.0004952,0.0004952
116,11257.9,0.7508,0.32834,0.00413,0.93283,0.94905,0.97912,0.82016,0.69025,0.28149,0.0044,0.000482,0.000482,0.000482
117,11351.8,0.74415,0.31256,0.00412,0.93505,0.94774,0.97984,0.81966,0.69328,0.27932,0.00443,0.0004688,0.0004688,0.0004688
118,11445.5,0.73364,0.30971,0.00408,0.94623,0.93729,0.9771,0.81558,0.68901,0.27999,0.00436,0.0004556,0.0004556,0.0004556
